adj	nn	attribute	semclass	status	context
sanft	Ton	intensity	shape	collocation	Durch die rot-blauen Fenster und die roten Sandsteinelemente bei ansonsten weiß gehaltenem Putz taucht er in einen sanften Ton .
scharf	Ton	description	cognition	collocation	In scharfem Ton kritisierte er den vermeintlich tief verankerten Einfluss der französischen Lexik auf die deutsche Sprache .
tief	Ton	sound	natPhenomenon	collocation	Wenn ein tiefer Ton A gespielt wird , so klingen eine Reihe von Obertönen mit .
zart	Ton	description	cognition	collocation	Und doch hat Deborah Feldman auch zarte Töne für ihre Herkunftswelt , dann scheint etwas von der spirituellen Kraft und der talmudischen Gelehrsamkeit ihrer Großeltern auf . "
rau	Tonfall	description	communication	collocation	Später wurde Lessings rauer Tonfall dessen Trauer über den Verlust der Ehefrau und des gemeinsamen Kindes zugeschrieben .
sanft	Tonfall	description	communication	collocation	Kurzum : Klartext war eine halbe Stunde der auch starken Worte im sanften Tonfall .
hölzern	Tonnengewölbe	material	artifact	free	Im Jahr 1771 wurde der Innenraum neu gestaltet , ein hölzernes Tonnengewölbe eingezogen und die Ostempore gebaut .
dumm	Tor	intelligence	person	collocation	als es jeder dumme Tor glaubt ;
herrlich	Tor	evaluation	quantity	collocation	Im RWE-Buch wird von Schrepper und Wick zu Vordenbäumen festgehalten : " Sein elegantes , ideenreiches Spiel und seine herrlichen Tore begeisterten die Fans .
spät	Tor	time	quantity	collocation	Das späte Tor der Schweden ließ jedoch alle Träume vom Achtelfinale platzen , auch wenn im letzten Spiel gegen Trinidad und Tobago doch noch drei Punkte eingefahren werden konnten .
alt	Tradition	duration	cognition	collocation	In Hamburg wird jetzt die alte Tradition des Feierabendbiers in der U-Bahn zu Grabe getragen , das Fahrbier auf dem Weg zum Abendvergnügen soll es auch nicht mehr geben .
reich	Tradition	quantity	cognition	collocation	Wie überall in der Welt ging auch in den Vereinigten Staaten der Entstehung einer gedruckten Kinder- und Jugendliteratur eine reiche Tradition der mündlichen Überlieferung bzw. der Kinderfolklore voraus .
alt	Trainer	time	person	collocation	1998 holte Otto Rehhagel , Ramzys alter Trainer aus Bremer Zeiten , ihn in die Pfalz zum 1. FC Kaiserslautern .
frei	Training	description	event	collocation	Zeitweilig war es dem Testfahrer des Teams gestattet , am freien Training mit dem T-Car teilzunehmen .
hart	Training	description	event	collocation	Nach konsequentem Aufbau und hartem Training gelangen dem talentierten Sportler 1956 erste Erfolge auf nationaler Ebene .
leicht	Training	description	event	collocation	Im August begann er erneut mit leichtem Training und unterzog sich erneut einer Untersuchung seines Herzens , dieses Mal bei schwedischen Spezialisten .
bitter	Träne	intensity	body	collocation	Doch müssten seine Eltern auch bittere Tränen um ihn weinen , weil der Kleine nur weint .
dick	Träne	intensity	body	collocation	Wenn die derzeit Blinden zu Sehenden werden in Bälde , dann kommen mit Sicherheit die dickem Tränen von den Gutis , warm anziehen bitte
hell	Träne	intensity	body	collocation	Er weint die hellen Tränen
teuer	Transfer	cost	event	free	Die Ablösesumme betrug 65 Millionen Euro , damit ist Kaká einer der teuersten Transfers in der Geschichte des Profifußballs .
sicher	Transport	security	event	free	Die 1734 angeschaffte neue Kirchenglocke wurde zunächst an der Grenze im Niederweigsdorfer Sandkretscham deponiert , weil man Bedenken wegen ihres sicheren Transportes über böhmisches Gebiet zur Kirche trug .
prall	Traube	dimension	food	free	Erst bei hoher Reife , wesentlich später als bei prallen Trauben , setzt unter diesen Umständen die Edelfäule ein .
süß	Traube	taste	food	free	Aus nicht genügend süßen Trauben wird auf Yquem dann anstelle des Süßweines alternativ der hochklassige trockene Weißwein " Y " ( sprich : Igrek ) gefertigt .
tief	Trauer	intensity	feeling	collocation	Nach dem Tod Sijamaks fiel Gajumarth für ein Jahr in tiefe Trauer , bis ihn der Engel Soroush zum Kampf gegen Ahriman aufforderte .
alt	Traum	duration	communication	collocation	Es sind diejenigen , mit hohem Einkommen , die sich noch den alten Traum vom Haus im Grünen erfüllen wollen .
süß	Traum	evaluation	cognition	collocation	Die Mondsichel über der Stirn sitzt sie da , schützend ihr Gewand um einen im Schlaf gesunkenen Knaben legend , während der geflügelte Morpheus dem Schlummernden süße Träume zuflüstert . 
wild	Traum	description	cognition	collocation	Seinem Verleger erklärte Sibelius den Titel so : " Da dehnen sich des Nordlands düstre Wälder , / Uralt , geheimnisvoll in wilden Träumen , / In ihnen wohnt des Waldes mächt'ge Gott , / Waldgeister weben heimlich in dem Dunkel . "
tief	Traurigkeit	intensity	feeling	collocation	Wie viel Poesie , welche Sehnsucht und tiefe Traurigkeit in diesen " sons voilés " , den geheimnisvollen Tönen ! "
spät	Treffer	time	quantity	free	Zunächst gelang es der Feuerwehr , das erste Feuer zu löschen , doch spätere Treffer und der ausbrechende Feuersturm entfachten es erneut .
wild	Treiben	description	event	collocation	Es erscheint die Küsterin , Ziehmutter Jenůfas und dominierende Persönlichkeit des Dorflebens , und bereitet dem wilden Treiben ein Ende .
hell	Trenchcoat	brightness	artifact	free	Zeugen sagen aus , der Täter habe einen hellen Trenchcoat getragen und sei in Richtung Westberlin geflohen .
scharf	Trennung	precision	cognition	collocation	Eine scharfe Trennung zwischen Textilhilfsmitteln und anderen in der Textilindustrie alltäglich benutzten Chemikalien lässt sich allenfalls zwischen Textilhilfsmitteln und Farbstoffen ziehen , da erstere nicht direkt zur Farbgebung beitragen .
starr	Trennung	rigidity	event	collocation	Mit der Reform der Bundesliga im Jahr 2012 wurde sich von der starren Trennung zwischen 1. / 2.
hölzern	Trennwand	material	artifact	free	Die beiden Bereiche im Flur waren während dieser Zeit mit einer hölzernen Trennwand voneinander separiert .
hölzern	Treppe	material	artifact	free	Über eine hölzerne Treppe im Inneren mit genau 101 Stufen ist die offene Aussichtsplattform erreichbar , deren Begrenzung an einen zinnenbewehrten Turm erinnert .
steil	Treppe	dimension	artifact	free	Zu den oberen Räumen führen steile Treppen , die an den Seiten der Apsis beginnen .
hölzern	Treppengeländer	material	artifact	free	Die aus der Bauzeit stammenden Wohnungstüren und hölzernen Treppengeländer sind noch fast vollständig erhalten .
hölzern	Treppenhaus	material	artifact	free	Beide Obergeschosse waren ursprünglich durch ein außen liegendes , hölzernes Treppenhaus miteinander verbunden und konnten durch Kleeblattbogenportale betreten werden .
hölzern	Tresen	material	artifact	free	Der hölzerne Tresen , die Lampen , das Mobiliar und die dunklen Eichenholz-Wandvertäfelung waren zuvor 2 Jahre lang in einem Container zwischengelagert worden .
hölzern	Tribüne	material	artifact	free	Nach dem Krieg entstand eine hölzerne Tribüne für 1.000 Zuschauer und neue Umkleideräume mit Duschen .
steil	Tribüne	dimension	artifact	free	So befinden sich beispielsweise die steilen Tribünen so nah wie nach den geltenden UEFA-Regularien nur irgendmöglich am Spielfeld .
schlau	Trick	intelligence	communication	free	Ihr Vater versuchte mit einem schlauen Trick - er liess sich beim Raubritter als schwäbischer Falkner einstellen - seine Tochter zu befreien , was ihm auch gelang .
windig	Trick	certainty	communication	collocation	Da erzählen Frauen ganz andere Sachen , mit welchen windigen Tricks da gearbeitet wird .
blind	Trieb	description	motive	collocation	Kulturgebieten eine gefährliche Zusammenhanglosigkeit , zeigt sich , ein unsicheres Schwanken der Grenzlinien und Wertmaßstäbe , sodass rein äußere Gesichtspunkte und oft blinde Triebe darüber zu befinden beginnen , welcher Richtung die herrschende Zeitströmung den Vorrang zuerkennt .
zart	Trieb	texture	plant	collocation	Die jungen und noch zarten Triebe können gekocht oder auch als Salat verzehrt werden .
rund	Tritt	manner	event	collocation	Das ermöglicht den so genannten  runden Tritt  , mit dem der Sportler seine Leistung gleichmäßiger erbringen und seine Gelenke schonen kann .
spät	Triumph	time	event	collocation	Und doch kann Lognon nicht aus seiner Haut und verbringt seine eigene Rekonvaleszenz damit , seine Frau zu pflegen , statt seinen späten Triumph zu genießen .
dick	Tropfen	consistency	quantity	collocation	Dennoch ist das Lamm schwer verletzt : Aus seiner Brust fließen in dicken Tropfen sieben Blutströme .
hölzern	Truhe	material	artifact	free	Er lag in einem Haufen in den Resten einer hölzerne Truhe , in der auch eine zerbrochene Sense gelegen hat , um den Schatz zu schützen .
dunkel	Tuch	brightness	substance	free	So trugen diese Herren nur die feinsten Stoffe , wie dunkle Tuche oder Tweed , die von den besten Schneidern zu perfektem Sitz verarbeitet wurden .
schwarz	Tuch	color	artifact	free	Deshalb wurde zu Beginn des Weltkrieges das Bildnis der Königin Margaretha von Italien , der nominellen Chefin des Bataillons , mit einem schwarzen Tuch verhängt .
dunkel	Tunnel	brightness	artifact	free	So beschreibt der Song " Summerland " eine Beerdigung aus Sicht des Verstorbenen und " Lunatic Soul " die Reise durch einen langen , dunklen Tunnel ins Jenseits .
hölzern	Tür	material	artifact	free	Der Turm erhielt eine zweiflügelige hölzerne Tür , die ursprünglich über schmiedeeiserne Beschläge verfügte .
offen	Tür	state	artifact	free	Zu Beginn gab es eine ganztägige Radiosendung am Tag der offenen Tür an der Hochschule in Lemgo anlässlich der 30-Jahr -Feier .
hölzern	Turm	material	artifact	free	Ein aufgeschütterter Hügel , palisadenbewehrt und von einem hölzernen Turm gekrönt , wurde oft durch eine Vorburg ergänzt .
mächtig	Turm	dimension	artifact	collocation	Der älteste Teil des mächtigen Turms des als Wehrkirchenanlage errichteten Gotteshauses stammt etwa aus dem Jahr 1000 .
rund	Turm	shape	artifact	free	Der runde Turm steht dabei auf einem rechteckigen Untergeschoss , das auch das Wohnhaus der Müllersfamilie war .
windig	Typ	certainty	person	collocation	Megaupload ist ein Unternehmen von ein paar windigen Typen , die schlecht recherchierenden Teens das Geld mit fiesen Tricks aus der Tasche ziehen .
grob	Überblick	precision	group	collocation	Zum historischen Güterbesitz deutscher Provenienz des Geschlechts gibt Ledebur einen groben Überblick , für die livländischen Güter vergleiche u. a. Hagemeister .
knapp	Überblick	description	group	collocation	 Einen knappen Überblick über die Geschichte der hannoverschen Stadtgeschichtsschreibung gibt der Katalog zur Ausstellung  Hannover schriftlich .
stürmisch	Überfahrt	climate	event	free	Nach einer stürmischen Überfahrt im Juni nach Wilhelmshaven erfolgte am 30. Juni 2006 die Außerdienststellung der Weiden mit gleichzeitiger Übergabe an die Marine der Vereinigten Arabischen Emirate .
sanft	Übergang	description	event	collocation	Dessen moderate Politik des sanften Übergangs wurde in einem Referendum am 28. September 1958 bestätigt und mündete in die Teilnahme des jungen Landes an der Communauté française .
leicht	Übergewicht	intensity	body	collocation	Oder es wird ein Partner mit leichtem Übergewicht gewählt , obwohl der Fat Admirer gerne einen Partner mit mehr Übergewicht haben würde .
blank	Überleben	intensity	natPhenomenon	collocation	Die Abschaffung des Bargeld würde jenen Menschen die das Leben ins soziale Abseits befördert hat das blanke Überleben endgültig unmöglich machen .
zäh	Überlebenskampf	description	event	collocation	Zugleich erzählt der Film von einer ungewöhnlichen Biografie , gezeichnet von emanzipativer Rebellion und zähem Überlebenskampf im Dritten Reich .
zäh	Überlebenswillen	intensity	cognition	collocation	Nach seiner Entlassung als Leiter des Amtes für Leibesübungen - trotz seiner Erfolge und dem Engagements - gescheitert am zähen Überlebenswillen der alten , bürgerlichen Sportvereine , war er von 1946 bis 1954 Bürgerschaftsdirektor der Bremischen Bürgerschaft .
teuer	Übernahme	cost	possession	free	Zum Bauzeitpunkt war der sumpfige Uferbereich in Staatsbesitz und konnte deshalb nach Trockenlegung ohne teure Übernahme von bereits vergebenen Grundstücken bebaut werden .
dick	Überraschung	intensity	event	collocation	Bei den Ausschachtungsarbeiten für den Neubau des Berliner Stadtschlosses der Hohenzollern als Humboldt-Forum erlebten die Bauarbeiter eine dicke Überraschung .
süß	Überraschung	taste	event	collocation	In der Kaffeepause bereitete uns das niederländische Chapter eine süße Überraschung : Zum 5-jährigen Bestehen gab es eine große Geburtstagstorte , die sogar mit dem niederländischen Nationalgericht " Stroopwafels " geschmückt war und vorzüglich schmeckte !
grob	Übersicht	precision	group	collocation	Der folgende Überblick gibt eine grobe Übersicht , bei welchen Fließgeschwindigkeiten des Wassers welche Korngrößen transportiert werden können :
knapp	Übersicht	description	group	collocation	Im Folgenden soll eine knappe Übersicht der von Wilpert geforderten Voraussetzungen für eine Gespenstergeschichte und deren Übereinstimmung mit Schmitz' Erzählung gegebenen werden .
grob	Übertreibung	intensity	event	collocation	Die meisten dieser Behauptungen haben sich bei genauer Nachforschung jedoch als grobe Übertreibungen und oft sogar als Angriffe vom Menschen auf den Python herausgestellt .
scharf	Überwachung	precision	event	collocation	Die italienfreundliche Einstellung mancher Triestiner und die Frontlage Triests führte zu scharfer Überwachung der Stadt durch die k .u.k .
tief	Überzeugung	intensity	feeling	collocation	Nach Steinbecks tiefster Überzeugung ist der Mensch nicht Herr der Natur , sondern ein Teil von ihr , neben Tieren , Pflanzen , Mineralien etc.
leicht	Übung	description	event	collocation	Agnes Hüfner in der Süddeutschen Zeitung gefiel das Buch , obschon es kritische Punkte aufzuweisen hätte , die einen Verriss zu einer leichten Übung gemacht hätten .
sicher	Ufer	security	location	free	Zwar waren einige dem Massaker entkommen , doch die meisten Verwundeten starben auf dem Boot , bevor sie ein sicheres Ufer erreichten .
steil	Ufer	dimension	location	free	Der Fluss ist bereits unterhalb von Llechryd den Gezeiten unterworfen und erreicht Cardigan zwischen den steilen Ufern der Cilgerran Gorge hindurch .
teuer	Uhr	cost	artifact	free	Er hat den Akten entnommen , Harry sei schwimmen gegangen , ohne seine teure Uhr abzulegen .
stürmisch	Umarmung	emotion	event	collocation	Gelegentlich wird Phillie Phanatic verklagt , meist , weil er aus Versehen jemanden bei einer stürmischen Umarmung oder bei einem anderen Scherz verletzt haben soll .
teuer	Umbau	cost	event	free	Es gibt auch Quads , die von vornherein als Straßenquad gebaut werden , sodass der teure Umbau entfällt .
rau	Umfeld	climate	location	collocation	Ein Ziel war es gewesen , die Umweltverträglichkeit und die zukünftige Wirtschaftlichkeit eines im Wasser stehenden Kraftwerks zu ermitteln , ferner sollte der Testbetrieb die Robustheit der Turbine im rauen Umfeld prüfen .
sicher	Umfeld	security	location	free	Das Ziel der Operation Althea ist , durch militärische Präsenz zu einem sicheren Umfeld beizutragen , in dem das Dayton-Abkommen umgesetzt werden kann .
offen	Umgang	description	event	collocation	Er erschien im Februar 2008 und wurde insbesondere durch den sehr offenen Umgang der Protagonistin mit ihrem eigenen Körper und verschiedenen Sexualpraktiken bekannt .
rau	Umgang	manner	event	collocation	Typische Werte für Gebrauchspistolen liegen im Bereich von ca. 2500 bis 3500 g. Diese hohen Werte erhöhen die Sicherheit beim rauen Umgang mit der Waffe .
sanft	Umgang	description	relation	free	Doch der Mann , der eben noch als Bescheidwisser auftrat , konnte schon kurz darauf zum Zweifler werden und zugeben , dass er sich in der Politik nicht so gut auskenne , um zu beurteilen , ob Gerhard Schröders sanfter Umgang mit autoritären Staaten wie Russland oder China richtig oder falsch sei .
sicher	Umgang	description	event	collocation	Diese Regelung soll insbesondere die Entwicklungsländer vor der unkontrollierten Einfuhr von Stoffen schützen , zu deren sicherem Umgang sie keine ausreichenden Informationen und Infrastruktur haben .
rau	Umgangsform	description	cognition	collocation	Zuvor hatte die Familie in einer Industriesiedlung im Stadtteil Speke gewohnt , eine Gegend , in der recht raue Umgangsformen üblich waren .
rau	Umgangston	description	cognition	collocation	wegen seines sehr rauen Umgangstons bei der Kündigung von Verträgen - auch bei klarer Rechtslage zugunsten der Kunden , die dieser Umgangston wiederum einschüchtern kann .
herrlich	Umgebung	evaluation	location	free	In der herrlichen Umgebung von Castro ( Lecce ) , Wohnung zur Miete für kurze oder lange Aufenthalte .
karg	Umgebung	climate	location	collocation	Die einbettende bewaldete Parkanlage mit teils exotischem Bestand bildet einen auffälligen Kontrast zu der weitgehend kargen Umgebung .
rau	Umgebung	climate	location	collocation	Weiterhin zeigen sie bessere Eigenschaften als PMTs in rauen Umgebungen und bei Hochtemperaturanwendungen , wie z . B.
sicher	Umgebung	security	artifact	free	Deshalb stellt das Booten von einem authentischen Installationsmedium eines solchen Systems eine Möglichkeit dar , GnuPG in einer sicheren Umgebung ( d . h .
schwarz	Umhang	color	artifact	free	Zu Auftritten fuhr die Band nach Überlieferung in Leichenwagen zu den Veranstaltungen und trug schwarze Umhänge .
grob	Umriss	precision	shape	collocation	Das Album erzählt Dantes Reise nicht genau nach , bietet aber einen groben Umriss derselben .
leicht	Umsatzplus	intensity	possession	collocation	Die Preise für die Karten stiegen zwischen 10 und 20 % , daher gab es insgesamt wahrscheinlich ein leichtes Umsatzplus - ganz sicher ist das aber nicht , denn ich nehme einmal stark an , dass in den Besucherzahlen auch die Gratis fahrenden Schulklassen und die Besucher des Gratiseislaufplatzes inkludiert sind .
leicht	Umsatzrückgang	intensity	event	collocation	Die Bananen spürten erneut den Preisdruck und mussten einen leichten Umsatzrückgang von -5,8 % hinnehmen .
rau	Umwelt	climate	location	collocation	Dies ist das erste Buch der Serie , das die Idee einer rauen Umwelt einführt - in der Steppe muss der Spieler ständig NATURWISSEN-Würfe machen , um genug Nahrung zu finden , und noch weiter im Norden verliert der Spieler jeden Tag einen Lebenskraft-Punkt , außer er hat einen Wolfspelz , um sich warm zu halten .
mächtig	UN-Gremium	power	group	free	Das mächtigste UN-Gremium verurteilte am Donnerstagabend ( Ortszeit ) " in schärfsten Worten den Beschuss der türkischen Stadt Akcakale durch die syrischen Streitkräfte " .
grob	Undank	intensity	feeling	collocation	Auch eine Wertung erfordernde Begriffe wie Angemessenheit , Verhältnismäßigkeit oder grober Undank gehören hierzu .
grob	Unebenheit	texture	attribute	free	Das Fahrwerk wurde nun erstmals nach Anschaffung eines Cray-Rechners computergestützt entwickelt und besteht aus MacPherson-Federbeinen vorn und einer Mehrlenkerachse hinten , die im Verbund grobe Unebenheiten gut ausfiltern .
grob	Unfug	intensity	event	collocation	Dort überreicht die Staatsgewalt Asta eine Vorladung vor Gericht , wo sie sich wegen nächtlicher Ruhestörung und groben Unfugs verantworten solle .
grob	Ungerechtigkeit	intensity	attribute	collocation	Unabdingbare Normen dienen der Sicherheit des Rechtsverkehrs , schützen das Vertrauen Dritter , sollen grobe Ungerechtigkeit verhindern und soziale Ungleichgewichte ausgleichen .
grob	Unhöflichkeit	intensity	cognition	collocation	Es galt als grobe Unhöflichkeit und Missachtung des Hofbesitzers , über dessen Land zu reiten , ohne diesen aufzusuchen .
schwarz	Uniform	color	artifact	free	Während alle anderen Bataillone nun eine blaue Uniform im preußischen Stil erhielten , behielt das Leibbataillon seine historische schwarze Uniform .
grob	Unkenntnis	intensity	cognition	collocation	In grober Unkenntnis bzw Negieren der schon getätigten Gewaltorgien , siehe Artikel ... kann ich nur denken : shame on you !
bitter	Unrecht	intensity	attribute	collocation	Ein Asiate reist nach Deutschland ein , um sich für ein bitteres Unrecht zu rächen .
grob	Unrecht	intensity	attribute	collocation	Der sogenannte " Jerilderie-Brief " , in dem Ned Kelly behauptet , die englischen Gesetze würden keine Gerechtigkeit kennen , erwägt die Möglichkeit des Aufstandes , nicht nur in Australien , sondern auch in den Vereinigten Staaten und in Irland , gegen das , was er als grobes Unrecht ansah .
blank	Unsinn	intensity	event	collocation	 Weder wird man ein etwa fünftausend Jahre lang geübtes ( jüdisches ) Ritual für blanken Unsinn erklären wollen ... 
grob	Unsinn	intensity	event	collocation	Der deutsche Gesandte in Prag Ernst Eisenlohr dementierte gegenüber Außenminister Kamil Krofta in scharfem Ton ( " grober Unsinn " ) die Meldungen über deutsche Truppenkonzentrationen , Ähnliches musste sich der tschechoslowakische Gesandte in Berlin , Vojtech Mastny , in der Wilhelmstraße anhören .
grob	Unsportlichkeit	intensity	event	collocation	Für diese grobe Unsportlichkeit wurden Tyson zwei Punkte abgezogen und für den Fall eines erneuten Fehlverhaltens die Disqualifikation angekündigt .
leicht	Unterfangen	description	event	collocation	Sich an neue Schreib- und Lesekonventionen zu gewöhnen ist aber dennoch kein leichtes Unterfangen , daher wurde das Kapitel über die Aussprache zu einem eigenen Kursabschnitt ausgebaut .
teuer	Unterfangen	cost	event	free	Die beginnende Weltwirtschaftskrise ließ das Bauvorhaben jedoch schneller als erwartet zu einem teuren Unterfangen werden .
sicher	Untergang	certainty	event	collocation	Die in Deutschland auf 5 mW verstümmelten Geräte hatten somit auch keinerlei Pegelregelung - jeder noch so kleine Funkentstörkondensator war der sichere Untergang für das Signal .
rau	Untergrund	surface	location	free	Da viele der Niellopartien ausgebrochen sind , sieht man den rauen Untergrund , der erzeugt wurde , damit das Niello besser haftet .
leicht	Unterhaltung	description	event	collocation	Der Begriff Varieté kam in Deutschland Ende des 19. Jahrhunderts für Bühnen der leichten Unterhaltung auf .
reich	Unternehmer	social	person	free	Den ersten Stein findet er bei einer Modenschau , den zweiten in einem Zirkus und den dritten bei einem reichen Unternehmer .
windig	Unternehmer	certainty	person	collocation	Auch der windige Unternehmer Höllerer , ein übler Intrigant , heckt so manche Gemeinheit aus .
frei	Unternehmertum	social	group	free	Gewerbefreiheit , auch als freies Unternehmertum bezeichnet , ist die grundsätzliche Freiheit für jedermann , sich gewerblich zu betätigen .
stark	Unterstützung	intensity	event	collocation	Auch von ihrer Familie erhält sie starke Unterstützung , die sich jedoch gleichzeitig mit eigenen Problemen auseinandersetzen müssen .
spät	Untersuchung	time	cognition	collocation	Durch spätere Untersuchungen wurden sie in den 1990er Jahren zur Produktion von Eukaryonten-Proteinen in Insektenzellkulturen eingesetzt , da sie dort einfach vermehrt werden können .
bitter	Unterton	taste	attribute	free	Der Sirup hat die gleiche Zitrusaromatik , die ich schon von den arance her kenne , unterlegt mit dem leicht bitteren Unterton des Löwenzahns .
blind	Unterwerfung	description	communication	collocation	Die libanesische Tageszeitung Al-Hayat etwa kommentierte die Resolution folgendermaßen : " Keine Gerechtigkeit , keine Logik , kein Recht , keine Gleichheit , kein Verständnis , sondern blinde Unterwerfung unter alles Zionistische . "
blank	Unverständnis	intensity	cognition	collocation	Ihr Vorschlag , sich sowohl Job , als auch die Arbeit im Haushalt und mit den Kindern zu teilen , stößt beim Ehemann auf blankes Unverständnis und Hohn .
grob	Unwahrheit	intensity	communication	collocation	Einige Berichte enthielten sachliche Fehler und teilweise grobe Unwahrheiten ; ARD , ZDF und unabhängige Medienexperten und Fachjournalisten forderten eine Versachlichung der Diskussion .
herrlich	Urlaub	evaluation	event	free	Hotels , Appartments Ferienwohnungen oder kleinere Pensionen mit GÃ¤stezimmer zur VerfÃ¼gung dort einen herrlichen Urlaub zu verbringen .
tief	Ursache	intensity	motive	collocation	Karl Schmid ) vermutet tiefere Ursachen und findet diese in einem Streit um das Bregenzer Erbe .
hart	Urteil	description	cognition	collocation	Über diese edle Haltung ist die Jungfer tief gerührt und sie stimmt ihren Vater in seinem harten Urteil um : Ein neues Ehrenprinzip soll das alte , adlige ablösen .
mild	Urteil	intensity	cognition	collocation	Bei der Armee und der argentinischen Rechten stieß das in ihren Augen zu milde Urteil auf keinen Zuspruch .
scharf	Urteil	intensity	cognition	collocation	Thompson und Lawrence hatten der Begegnung mit der mittlerweile berühmten und für ihr scharfes Urteil bekannten Gertrude Bell durchaus mit gemischten Gefühlen entgegengesehen .
sicher	Urteil	certainty	cognition	collocation	Dabei setzte der Minister unter anderen auf Wellers sicheres Urteil ; ließ sich des Öfteren berichten .
mild	Variante	intensity	relation	free	Es wurde eine klassische , milde Variante in grün und eine rote , etwas pikantere , Variante angeboten .
teuer	Variante	cost	relation	free	Die Sperre richte sich nicht gegen den Bau an sich , sondern sie sei als Vorsichtsmaßnahme zu sehen , um eine zu teure Variante bei den Entwürfen auszuschließen .
alt	Vater	age	person	free	Auch Rubin Goldberg , der den alten Vater des " Uncle Moses " spielte , war in den USA ein beliebter Schallplatten- und Rundfunkkünstler .
arm	Vater	social	person	collocation	Ein armer Vater lässt seine vier erwachsenen Söhne ausziehen , ein Handwerk zu erlernen .
blind	Vater	health	person	free	Er kommt auf den Alkoholismus des fast blinden Vaters zu sprechen , über dessen Verhältnis zu seiner Tochter , ihre Karriere und die Kunst im Allgemeinen .
frischgebacken	Vater	time	person	collocation	Bassist Oliver Wrage verließ im Juni 2013 die Band , da er sich um seine Aufgaben als frischgebackener Vater und um seine Band " Weiter " kümmern wollte .
tot	Vater	state	person	free	Eines Tages sieht Tim seinen vermeintlich toten Vater in einer Reportage über Loch Ness und das sagenumwobene Wesen Nessie .
karg	Vegetation	climate	plant	collocation	Außerhalb der Schlucht herrscht eine karge Vegetation mit  Spinifexgras  ,  Wüstenkasuarien  und  Geisterbäumen  vor .
tief	Verachtung	intensity	cognition	collocation	Bei der Schilderung der religiösen Konflikte drückt er seine tiefe Verachtung für den Märtyrerkult der Christen und für das Mönchtum offen aus ; in den Mönchen sieht er Menschen , die ein Schweineleben führen . 
grob	Verallgemeinerung	intensity	cognition	collocation	Huxleys Interpretation der unzivilisierten Wilden , die Kannibalismus , Kindestötung und das Aussetzen von Greisen praktizieren , widerlegt Kropotkin und stellt sie als grobe Verallgemeinerungen dar .
hölzern	Veranda	material	artifact	free	Straßenseitig erhielt das Gebäude hierbei eine hölzerne Veranda , die mit Maßwerken im Stil der Neogotik verziert ist .
leicht	Veränderung	intensity	event	collocation	Im Mai und August kommt es zu einem saisonalen Haarwechsel , mit dem eine leichte Veränderung der Fellfarbe verbunden ist .
dick	Verband	dimension	artifact	free	Den besten Start hatte die Japanerin Ikuko Yoda , die mit einem dicken Verband lief .
mächtig	Verband	power	group	free	Demgemäß kam in den Corpskreisen der Gedanke auf , eine feste Stütze in dem Anschluss an einen mächtigen Verband zu suchen : Den Kösener Senioren-Convents-Verband ( KSCV ) .
stark	Verband	power	group	collocation	Der Chef der deutschen Heeresleitung , General Erich Ludendorff hatte starke Verbände herangezogen und hatte der 2. Armee bereits am 27. November die Vorbereitung eines Gegenangriffs befohlen .
leicht	Verbesserung	intensity	event	collocation	Auch nach einem weiteren Jahr im C-Kader konnte er 2012 an gleicher Stelle im Continental Cup nur leichte Verbesserungen zeigen .
tief	Verbeugung	dimension	event	free	Mit zunehmender Erregung und nach Verfolgungsflügen geht das Kopfnicken des Männchens in tiefe Verbeugungen mit dem ganzen Körper über .
zäh	Verbissenheit	intensity	cognition	collocation	Unmittelbar danach kündigte Campbell an , es mit seinem Fahrzeug erneut versuchen zu wollen , bezeichnend für seine zähe Verbissenheit , die ihn in den folgenden vier Jahren , zunehmend durchsetzt von schierer Verzweiflung , antreiben würde .
leicht	Verbrennung	intensity	body	collocation	Medizinisch ist Menthol Bestandteil von Salben ( bis zu 6 % ) und Einreibemitteln gegen Hautirritationen bei leichten Verbrennungen , Insektenstichen oder Juckreiz .
mächtig	Verbündete	power	person	free	Beide deutsche Staaten waren Frontstaaten , hinter denen mächtige Verbündete , die USA und die UdSSR , den Ton angaben .
historisch	Verdienst	importance	event	collocation	Ein historisches Verdienst der Verfassung sei vielmehr , die Einheit des deutschen Volkes gerettet zu haben .
hart	Verdrängungswettbewerb	intensity	event	collocation	In den folgenden knapp 15 Jahren kam es zwischen beiden Banken zu einem harten Verdrängungswettbewerb , den jedoch keine für sich entscheiden konnte .
blind	Verehrung	description	cognition	collocation	Zornig über die offensichtlich blinde Verehrung des Publikums für Sherlock Holmes , einer Kunstfigur , die Watson erfand , feuert er Kincaid , um in Zukunft die Anerkennung für die gelösten Fälle rechtmäßig für sich alleine beanspruchen zu können .
reich	Verein	social	group	free	Seh ich genauso - und dann noch dass ' neue Herausforderung ' blabla , geht ja eh wieder zum reichsten Verein der naechsten Liga .
grob	Vereinfachung	intensity	event	collocation	Heutzutage ist der persische Garten unter der groben Vereinfachung " orientalischer " Garten fast in Vergessenheit geraten .
grob	Verfahrensfehler	intensity	cognition	collocation	Er verzichtete auf Rechtsmittel , obwohl er in einer Stellungnahme grobe Verfahrensfehler geltend machte .
